epoch,train_loss,train_acc,val_loss,val_acc
74,0.14108730317115784,0.95216,0.9381439334630967,0.7724
75,0.14384762897491454,0.9504,0.9482923408031464,0.7781
76,0.1414276736164093,0.9504,0.9634728457927704,0.7712
77,0.12136427078247071,0.95948,1.0115015105247498,0.7685
78,0.12336204806804657,0.95766,0.9641220424890519,0.7814
79,0.11178022275447845,0.96324,1.0346674977302552,0.7772
80,0.10912537725687027,0.96338,1.0125804970026016,0.7768
81,0.11113027194738388,0.96254,1.0897904730796815,0.7684
82,0.09998176115512848,0.96722,1.039814963197708,0.7729
83,0.08536645797371864,0.97334,1.0490208310604094,0.7806
84,0.09292642563819885,0.96878,1.0542716475963592,0.7732
85,0.09586673447847366,0.968,1.0548114399433135,0.7783
86,0.0875435481095314,0.97108,1.0686842407226562,0.7733
87,0.08471126992702484,0.9724,1.09288889670372,0.7727
88,0.0803890448141098,0.97406,1.1059508331775665,0.7789
89,0.0694763420343399,0.97888,1.1404447335720063,0.7845
90,0.08395439826488495,0.9721,1.1845633896827699,0.7716
91,0.07614806525707245,0.9755,1.2884484240055085,0.7633
92,0.07834549380064011,0.97402,1.1766056959152222,0.777
93,0.07026117894411087,0.97756,1.252646962928772,0.7669
94,0.056800224499702456,0.98336,1.2654147925376893,0.7693
95,0.07532135609209538,0.9748,1.219764338350296,0.7715
96,0.05265904522657394,0.98484,1.195678229379654,0.7786
97,0.04585496227741241,0.98682,1.23911393866539,0.7775
98,0.037756068665981295,0.9907,1.384738934803009,0.767
99,0.04737942440807819,0.98586,1.262341903400421,0.7761
100,0.02667589175283909,0.99456,1.2654742571353912,0.7822
